time, x, y, heading, vel_x, vel_y, vel_heading,
4.88, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.888, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.896, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.904, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.912, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.92, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.928, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.936, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.944, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.952, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.96, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.968, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.976, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.984, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
4.992, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.008, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.016, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.024, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.032, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.04, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.048, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.056, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.064, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.072, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.08, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.088, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.096, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.104, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.112, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.12, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.128, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.136, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.144, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.152, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.16, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.168, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.176, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.184, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.192, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.2, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.208, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.216, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.224, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.232, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.24, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.248, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.256, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.264, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.272, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.28, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.288, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.296, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.304, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.312, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.32, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.328, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.336, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.344, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.352, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.36, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.368, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.376, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.384, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.392, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.4, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.408, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.416, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.424, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.432, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.44, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.448, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.456, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.464, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.472, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.48, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.488, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.496, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.504, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.512, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.52, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.536, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.544, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.552, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.56, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.568, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.576, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.584, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.592, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.608, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.616, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.624, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.632, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.64, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.648, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.656, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.664, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.672, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.68, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.688, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.696, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.704, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.712, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.72, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.728, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.736, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.744, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.752, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.76, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.768, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.776, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.784, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.792, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.8, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.808, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.816, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.824, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.832, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.84, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.848, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.856, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.864, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.872, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.88, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.888, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.896, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.904, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.912, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.92, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.928, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.936, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.944, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.952, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.96, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.968, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.976, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.984, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
5.992, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.008, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.016, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.024, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.032, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.04, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.048, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.056, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.064, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.072, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.08, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.088, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.096, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.104, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.112, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.12, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.128, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.136, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.144, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.152, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.16, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.168, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.176, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.184, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.192, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.2, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.208, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.216, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.224, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.232, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.24, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.248, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.256, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.264, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.272, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.28, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.288, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.296, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.304, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.312, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.32, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.328, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.336, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.344, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.352, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.36, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.368, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.376, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.384, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.392, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.4, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.408, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.416, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.424, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.432, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.44, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.448, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.456, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.464, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.472, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.48, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.488, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.496, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.504, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.512, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.52, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.536, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.544, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.552, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.56, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.568, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.576, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.584, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.592, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.608, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.616, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.624, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.632, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.64, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.648, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.656, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.664, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.672, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.68, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.688, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.696, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.704, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.712, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.72, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.728, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.736, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.744, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.752, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.76, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.768, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.776, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.784, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.792, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.8, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.808, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.816, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.824, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.832, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.84, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.848, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.856, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.864, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.872, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.88, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.888, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.896, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.904, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.912, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.92, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.928, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.936, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.944, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.952, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.96, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.968, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.976, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.984, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
6.992, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.008, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.016, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.024, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.032, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.04, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.048, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.056, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.064, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.072, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.08, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.088, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.096, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.104, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.112, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.12, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.128, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.136, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.144, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.152, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.16, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.168, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.176, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.184, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.192, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.2, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.208, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.216, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.224, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.232, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.24, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.248, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.256, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.264, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.272, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.28, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.288, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.296, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.304, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.312, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.32, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.328, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.336, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.344, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.352, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.36, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.368, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.376, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.384, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.392, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.4, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.408, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.416, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.424, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.432, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.44, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.448, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.456, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.464, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.472, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.48, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.488, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.496, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.504, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.512, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.52, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
7.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
